storeId,departmentId,ma,ar,nDiff,baseLineMAE,actualMAE
16.0,14.0,4.0,1.0,0.0,1295.9016666666669,623.914595491351
16.0,20.0,4.0,1.0,0.0,351.1966666666668,271.14330151021903
16.0,21.0,1.0,1.0,0.0,658.0041666666666,553.7642180265785
16.0,23.0,2.0,5.0,0.0,1269.2199999999998,975.2150001105236
16.0,24.0,2.0,1.0,0.0,501.3541666666667,408.7033126354975
16.0,25.0,1.0,1.0,0.0,640.1941666666665,483.04763776943986
16.0,26.0,4.0,1.0,0.0,453.11999999999995,238.30793226310956
16.0,27.0,1.0,1.0,0.0,106.67833333333334,86.99013162200042
16.0,29.0,2.0,1.0,0.0,210.22000000000003,157.90856246768305
16.0,31.0,4.0,1.0,0.0,337.7808333333334,301.29393964694583
16.0,35.0,1.0,1.0,1.0,593.6333333333333,21.60961317941654
16.0,36.0,4.0,1.0,0.0,708.1825,307.3634274219997
16.0,40.0,10.0,1.0,0.0,2227.4666666666667,1738.0598119203798
16.0,42.0,7.0,2.0,0.0,483.50916666666654,315.9589403345235
16.0,52.0,4.0,1.0,0.0,494.0741666666667,196.86141647512295
16.0,54.0,1.0,2.0,1.0,33.93416666666667,32.422166135972596
16.0,59.0,4.0,1.0,0.0,45.17916666666667,17.693912394659502
16.0,80.0,8.0,1.0,1.0,502.8533333333333,384.923155931184
16.0,82.0,1.0,1.0,0.0,776.4308333333338,565.59550446528
16.0,85.0,2.0,1.0,0.0,819.1941666666668,481.3118058301192
16.0,96.0,2.0,1.0,0.0,188.795,48.738596229647264
17.0,5.0,4.0,1.0,0.0,5584.999166666666,4450.303525366149
17.0,21.0,1.0,1.0,0.0,287.7091666666667,274.3332709545527
17.0,25.0,2.0,2.0,0.0,1321.0683333333334,1090.2582748301738
17.0,29.0,2.0,1.0,0.0,317.9775,275.8983153154108
17.0,30.0,7.0,1.0,0.0,463.8775,256.92766414057286
17.0,31.0,3.0,1.0,0.0,1242.9416666666664,504.7697354972849
17.0,32.0,1.0,1.0,0.0,710.2616666666668,512.0670904855575
17.0,35.0,2.0,1.0,0.0,545.6241666666666,365.1460554794815
17.0,36.0,5.0,1.0,0.0,2641.915833333333,1503.702840285597
17.0,41.0,2.0,1.0,0.0,47.99083333333334,35.831962041687646
17.0,52.0,4.0,1.0,0.0,725.1974999999999,490.015792024677
17.0,82.0,2.0,1.0,0.0,2185.8608333333336,1288.0655348728235
17.0,83.0,1.0,1.0,0.0,123.45416666666667,110.87916044602827
17.0,85.0,1.0,1.0,0.0,488.25250000000005,324.07925168362186
18.0,2.0,2.0,1.0,0.0,5332.255,4180.134036412379
18.0,4.0,4.0,2.0,0.0,2995.724166666667,2230.211433220042
18.0,5.0,4.0,1.0,0.0,3375.6891666666656,2909.8584839302407
18.0,10.0,1.0,1.0,0.0,2202.8141666666675,1217.6649869629903
18.0,14.0,4.0,5.0,0.0,3529.3208333333328,1811.8870942784024
18.0,17.0,4.0,2.0,0.0,3406.1725,1544.2131063884365
18.0,20.0,7.0,1.0,0.0,1392.3208333333334,488.391053042242
18.0,22.0,1.0,1.0,0.0,1886.8025000000005,1264.7238087344379
18.0,23.0,1.0,1.0,0.0,3836.1025000000004,3800.5732184156645
18.0,25.0,1.0,1.0,0.0,2507.573333333333,1501.3809763295178
18.0,31.0,2.0,1.0,0.0,1813.1225000000002,812.0970230443186
18.0,34.0,7.0,1.0,0.0,3142.1733333333336,1449.9956943587583
18.0,35.0,4.0,1.0,0.0,533.0858333333332,447.01717861909555
18.0,36.0,8.0,1.0,0.0,538.7991666666667,337.2052689147684
18.0,42.0,2.0,2.0,0.0,714.5541666666664,538.9537736496485
18.0,49.0,1.0,1.0,0.0,2307.2941666666666,1625.188959985345
18.0,52.0,2.0,1.0,0.0,594.7550000000001,523.1757017315135
18.0,54.0,1.0,7.0,1.0,44.025000000000006,29.037048990421216
18.0,60.0,1.0,1.0,0.0,49.76666666666667,37.19046577263922
18.0,71.0,2.0,1.0,0.0,1172.8200000000004,864.6825528055392
18.0,82.0,1.0,1.0,0.0,3038.9908333333333,2788.9385775820188
19.0,5.0,4.0,1.0,0.0,3366.8558333333335,2795.2040828405866
19.0,6.0,4.0,4.0,0.0,1311.9133333333332,954.753891731819
19.0,10.0,2.0,1.0,0.0,3127.9575000000004,1951.533153039274
19.0,12.0,10.0,3.0,0.0,619.6875000000001,566.5248576061207
19.0,18.0,4.0,2.0,0.0,10486.31,5178.811285329316
19.0,21.0,1.0,1.0,0.0,508.62583333333345,425.24293469401914
19.0,23.0,1.0,1.0,0.0,2624.269166666666,1907.5351580585318
19.0,25.0,2.0,1.0,0.0,1571.2358333333334,800.8201456203329
19.0,29.0,1.0,1.0,0.0,699.725,493.8450083799425
19.0,54.0,1.0,3.0,1.0,42.79999999999999,29.83882736710432
19.0,55.0,4.0,1.0,0.0,1857.0125,1684.5625909782086
19.0,59.0,3.0,1.0,0.0,201.49916666666664,137.72266388495788
19.0,60.0,1.0,1.0,0.0,113.33333333333331,80.34014056455511
19.0,72.0,4.0,1.0,0.0,5494.105833333335,4193.412245062885
19.0,79.0,2.0,1.0,0.0,2142.475,1821.5987696161574
19.0,85.0,2.0,1.0,0.0,620.5941666666665,458.18554118102406
19.0,87.0,1.0,1.0,0.0,4560.796666666666,4062.937555014407
19.0,97.0,5.0,10.0,0.0,1661.5766666666661,1375.4333016991507
20.0,4.0,4.0,4.0,0.0,2042.4466666666667,1381.6442608165908
20.0,5.0,4.0,1.0,0.0,4620.254166666667,4615.212235488901
20.0,6.0,1.0,5.0,0.0,1274.4958333333336,1243.4329016838567
20.0,7.0,2.0,5.0,0.0,11516.645833333334,9676.380001501197
20.0,14.0,2.0,1.0,0.0,1670.6458333333328,1527.1426686721877
20.0,18.0,4.0,1.0,0.0,9100.488333333333,4446.835241759555
20.0,21.0,1.0,1.0,0.0,620.6499999999996,529.2570721850294
20.0,42.0,2.0,1.0,0.0,407.85583333333335,297.71795921725
20.0,49.0,4.0,2.0,0.0,2721.8933333333334,2537.6511692218332
20.0,52.0,2.0,1.0,0.0,507.67499999999995,411.5070902575794
20.0,60.0,1.0,1.0,0.0,84.76666666666667,65.34659605457902
20.0,72.0,4.0,1.0,0.0,18772.382500000003,7870.392887493442
20.0,74.0,4.0,1.0,0.0,1806.8108333333332,1773.714371450172
20.0,82.0,1.0,1.0,0.0,2633.3008333333332,1763.87492068971
20.0,85.0,1.0,1.0,0.0,563.1308333333333,497.1799093417732
20.0,93.0,5.0,4.0,0.0,2876.709166666666,2122.16943379992
21.0,12.0,5.0,1.0,0.0,239.78416666666658,229.3954235666976
21.0,19.0,5.0,1.0,0.0,215.3841666666667,198.15712714337906
21.0,21.0,1.0,1.0,0.0,278.6349999999999,131.28292686492773
21.0,26.0,4.0,1.0,0.0,1604.1666666666663,1482.3197595205759
21.0,40.0,1.0,1.0,0.0,1783.9208333333336,1574.882290979361
21.0,41.0,4.0,1.0,0.0,1444.9033333333334,901.0312125842689
