storeId,departmentId,ma,ar,nDiff,shapiroStat,ShapiroValue,ljungStat,ljungValue
1,1,2,6,1,0.9437883078158683,3.894351362562923e-05,0.8164224777157327,0.991626087058113
1,4,4,4,0,0.9578262376161749,0.0004495615172526651,0.05992088526110275,0.9995600504666272
1,5,4,1,0,0.7350391520443835,4.42438117678777e-14,6.883796677449314e-06,0.997906593441761
1,7,1,5,0,0.6378447934441593,1.6691177240129275e-16,0.5231858582028344,0.9912496993578636
1,8,4,3,1,0.9825945133443664,0.0945852846821862,0.4562759905461082,0.9283868483108401
1,9,2,1,0,0.9156533915624268,5.290207412951643e-07,0.0014231932555042847,0.9699067567542391
1,10,1,1,0,0.9655098258596461,0.0020679146269221055,0.017540403317280538,0.8946361294373038
1,11,10,1,0,0.9603327399813157,0.0007302813267337204,0.011256604794897885,0.9155052740117704
1,12,5,2,0,0.9893197119659495,0.4094698844655707,0.023570267506407238,0.988284038932475
1,13,9,8,1,0.9813132786813303,0.07039578656458768,8.115881667004803,0.42223316027105495
1,14,4,5,0,0.7686043343116401,4.271588660283057e-13,0.15007606731652773,0.9995600477971012
1,16,8,5,0,0.9624677381987383,0.0011145656368426197,0.4329141388142801,0.9943743516171983
1,17,2,1,0,0.8920138408553863,2.7144750165127887e-08,0.00861937149406188,0.9260302197396354
1,18,3,10,0,0.957085495177764,0.00235465039649944,0.9879282140182537,0.9998372186028359
1,19,9,2,0,0.9687309158524411,0.004061421941480801,0.055667896610481306,0.9725498469441731
1,20,4,1,0,0.9465259810894953,5.793804242071462e-05,0.000111968102187754,0.9915573435819495
1,21,1,1,0,0.9249734656802465,1.947036810349996e-06,0.003313767619846437,0.9540948637286952
1,22,2,1,0,0.7811852083037945,1.06032472159384e-12,0.004821632392904452,0.9446410020546507
1,23,1,1,0,0.7653214427968238,3.388611684553079e-13,0.0006989755417512166,0.9789078690007281
1,24,2,1,0,0.880006517979667,6.975794544882634e-09,0.002760860565511119,0.9580953230164377
1,25,2,1,0,0.954310011792481,0.00023212132919803242,0.004280982046640007,0.9478322644878046
1,27,3,1,0,0.8638768830324113,1.2777034839922975e-09,0.001969974382176972,0.9645980016097959
1,28,0,3,1,0.9753904778906407,0.0182048307416881,13.235366613137106,0.004154296088925466
1,29,2,1,0,0.8397592400346655,1.265838674725616e-10,0.000519099364733633,0.9818227685202178
1,30,7,2,0,0.9699117310037686,0.005229509763181402,0.1334466487063149,0.9354539828716539
1,31,2,1,0,0.7762257004077509,7.378202224108116e-13,0.009310162733354152,0.9231320633330903
1,32,1,1,0,0.6730771144048617,1.0952456763153814e-15,0.0048033222240877246,0.9447460465376212
1,33,1,1,0,0.8991677029782195,6.376208065033441e-08,0.003111667999028499,0.9555152140771865
1,34,4,1,0,0.9893037919861069,0.40816743340589645,1.1190928228029133e-05,0.9973308541431595
1,35,1,1,0,0.9816262055480232,0.07351622013316123,0.01291491077715854,0.9095201735898425
1,36,3,1,0,0.9361244078986088,1.0463049430162606e-05,0.0007820862656008746,0.977689423897934
1,37,1,1,0,0.9882037289730433,0.32541334081822526,0.0009269157190071893,0.9757119249148052
1,38,9,4,0,0.9593044477573247,0.0005976182735476169,0.900898445949987,0.9244318877342571
1,40,9,4,0,0.9817696191660429,0.07600677038707955,1.988684483434168,0.737840244162617
1,41,4,2,1,0.9381406925676307,1.5484510545898675e-05,0.11621121058839298,0.9435502982683135
1,42,2,2,0,0.9905425773649998,0.5178680186837958,0.034079154861827485,0.9831047751036275
1,44,2,1,0,0.8734381198819359,3.4376492107525578e-09,3.6641635547393356e-09,0.9999517021846738
1,48,3,1,0,0.8304085597516903,4.603516185011193e-10,0.028030420396292697,0.8670373244388268
1,49,1,1,0,0.9870473722702796,0.25363011365512184,0.01963281829557339,0.888567423274631
1,52,2,1,0,0.985331897418896,0.1728219957519315,0.007751680306095305,0.9298420011922841
1,54,8,1,0,0.901945281426004,2.2495659761406978e-07,0.3837378875420345,0.535609539906202
1,55,4,1,0,0.8077973898310183,8.229183613573248e-12,8.452040476058311e-05,0.9926647532468893
1,56,6,1,0,0.8733996921483247,3.423682163767222e-09,0.0007634026703739678,0.9779574596351627
1,59,2,1,0,0.38173491963404094,3.8267645088589206e-21,0.0052398418788116834,0.9422941274332922
1,60,2,3,1,0.9473768005674016,7.165563791742264e-05,0.6357130789751215,0.8882101870141426
1,67,1,1,0,0.8726066532889352,3.1483283875084266e-09,0.0025529079449787906,0.9597029842795611
1,71,1,1,0,0.8785847933702441,5.97300622585553e-09,0.026239172738750868,0.8713175870985634
1,74,1,1,0,0.8795962362278077,6.669482242026267e-09,6.175354194208461e-05,0.9937300146271383
1,79,10,8,1,0.9818372127373927,0.07943781515929486,3.5339795931244833,0.8965365528305839
1,80,3,6,1,0.9096176504736793,2.59173736297739e-07,7.959051669990403,0.241118666437645
1,81,4,8,1,0.991024289611267,0.5702700229914691,5.137390994543509,0.7427957601259655
1,83,5,1,0,0.9791271431770531,0.041181152264992985,0.0014067059457000945,0.9700814933904541
1,85,2,1,0,0.8966463952640609,4.699885703403876e-08,0.0007958342660212842,0.9774942351224377
1,87,10,8,1,0.9885767786681999,0.3573786975311308,1.504160677702052,0.9926385228384433
1,90,4,3,1,0.9793537345285007,0.044827215501185194,0.7833037305731859,0.8534562505121158
1,91,9,4,1,0.9698907344732979,0.005445945225252448,1.87436023710202,0.7588533385961563
1,92,4,3,1,0.8977947474845978,5.9184489435113555e-08,0.19298201644285717,0.9787142095186129
1,93,9,3,1,0.9577578892375507,0.0004698798701913596,1.0832147063466802,0.7811275873748315
